response_set,response_id,parent_response_id,date_time,page,question,response,optional_text,user,branch,desk,library
3807378,8745876,,8/27/14 12:01,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807378,8745875,,8/27/14 12:01,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807378,8745877,,8/27/14 12:01,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807380,8745882,,8/27/14 12:01,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807380,8745884,,8/27/14 12:01,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807380,8745883,,8/27/14 12:01,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807380,8745885,,8/27/14 12:01,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807381,8745886,,8/27/14 12:01,Reference,Question Type,Where is?,,stru1,Engineering,ENG Desk,Pennsylvania State University
3807381,8745888,,8/27/14 12:01,Reference,Contact Type,In-person,,stru1,Engineering,ENG Desk,Pennsylvania State University
3807381,8745887,,8/27/14 12:01,Reference,Notes:,,,stru1,Engineering,ENG Desk,Pennsylvania State University
3807382,8745889,,8/27/14 12:01,Reference,Question Type,Policy & Service < 5 mins,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807382,8745891,,8/27/14 12:01,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807382,8745890,,8/27/14 12:01,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807383,8745892,,8/27/14 12:02,Reference,Question Type,Technical problems < 5 mins,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807383,8745894,,8/27/14 12:02,Reference,Contact Type,In-person,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807383,8745893,,8/27/14 12:02,Reference,Notes:,,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807384,8745895,,8/27/14 12:02,Reference,Question Type,Reference < 5 mins,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807384,8745897,,8/27/14 12:02,Reference,Contact Type,In-person,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807384,8745896,,8/27/14 12:02,Reference,Notes:,,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807385,8745898,,8/27/14 12:02,Reference,Question Type,Reference < 5 mins,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807385,8745900,,8/27/14 12:02,Reference,Contact Type,In-person,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807385,8745899,,8/27/14 12:02,Reference,Notes:,,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807386,8745901,,8/27/14 12:02,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807386,8745903,,8/27/14 12:02,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807386,8745902,,8/27/14 12:02,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807386,8745904,,8/27/14 12:02,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807387,8745905,,8/27/14 12:03,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807387,8745907,,8/27/14 12:03,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807387,8745906,,8/27/14 12:03,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807388,8745908,,8/27/14 12:03,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807388,8745910,,8/27/14 12:03,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807388,8745909,,8/27/14 12:03,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807390,8745912,,8/27/14 12:03,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807390,8745914,,8/27/14 12:03,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807390,8745913,,8/27/14 12:03,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807390,8745915,,8/27/14 12:03,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807391,8745916,,8/27/14 12:04,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807391,8745917,,8/27/14 12:04,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807391,8745919,,8/27/14 12:04,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807391,8745918,,8/27/14 12:04,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807392,8745920,,8/27/14 12:05,Patron Count,Patron Count,,34,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807394,8745925,,8/27/14 12:05,Reference,Question Type,Policy & Service < 5 mins,,rile1,Engineering,ENG Desk,Pennsylvania State University
3807394,8745927,,8/27/14 12:05,Reference,Contact Type,In-person,,rile1,Engineering,ENG Desk,Pennsylvania State University
3807394,8745926,,8/27/14 12:05,Reference,Notes:,,,rile1,Engineering,ENG Desk,Pennsylvania State University
3807395,8745928,,8/27/14 12:06,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807395,8745930,,8/27/14 12:06,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807395,8745929,,8/27/14 12:06,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807395,8745931,,8/27/14 12:06,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807396,8745932,,8/27/14 12:06,Reference,Question Type,Reference < 5 mins,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807396,8745934,,8/27/14 12:06,Reference,Contact Type,In-person,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807396,8745933,,8/27/14 12:06,Reference,Notes:,,,scar1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807397,8745935,,8/27/14 12:06,Reference,Question Type,Policy & Service < 5 mins,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807397,8745937,,8/27/14 12:06,Reference,Contact Type,In-person,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807397,8745936,,8/27/14 12:06,Reference,Notes:,,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807400,8745944,,8/27/14 12:07,Reference,Question Type,Policy & Service < 5 mins,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807400,8745946,,8/27/14 12:07,Reference,Contact Type,In-person,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807400,8745945,,8/27/14 12:07,Reference,Notes:,,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807401,8745947,,8/27/14 12:07,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807401,8745949,,8/27/14 12:07,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807401,8745948,,8/27/14 12:07,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807401,8745950,,8/27/14 12:07,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807402,8745951,,8/27/14 12:08,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807402,8745952,,8/27/14 12:08,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807402,8745954,,8/27/14 12:08,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807402,8745953,,8/27/14 12:08,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807403,8745955,,8/27/14 12:08,Reference,Question Type,Where is?,,brow4,Research Hub,Research Hub Desk,Pennsylvania State University
3807403,8745957,,8/27/14 12:08,Reference,Contact Type,In-person,,brow4,Research Hub,Research Hub Desk,Pennsylvania State University
3807403,8745956,,8/27/14 12:08,Reference,Notes:,,Call number P,brow4,Research Hub,Research Hub Desk,Pennsylvania State University
3807404,8745958,,8/27/14 12:08,Reference,Question Type,Reference 5 - 15 mins,,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807404,8745960,,8/27/14 12:08,Reference,Contact Type,In-person,,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807404,8745959,,8/27/14 12:08,Reference,Notes:,,help students out with using LionSearch,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807405,8745961,,8/27/14 12:08,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807406,8745965,,8/27/14 12:08,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807406,8745966,,8/27/14 12:08,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807405,8745963,,8/27/14 12:08,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807406,8745968,,8/27/14 12:08,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807405,8745962,,8/27/14 12:08,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807406,8745967,,8/27/14 12:08,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807405,8745964,,8/27/14 12:08,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807407,8745969,,8/27/14 12:09,Reference,Question Type,Policy & Service < 5 mins,,rile1,Engineering,ENG Desk,Pennsylvania State University
3807407,8745971,,8/27/14 12:09,Reference,Contact Type,In-person,,rile1,Engineering,ENG Desk,Pennsylvania State University
3807407,8745970,,8/27/14 12:09,Reference,Notes:,,,rile1,Engineering,ENG Desk,Pennsylvania State University
3807427,8746041,,8/27/14 12:10,Room-Use,Study Tables - Reference,,1,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807427,8746043,,8/27/14 12:10,Room-Use,Quarto Shelving,,0,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807427,8746033,,8/27/14 12:10,Room-Use,Lounge (Comfy) Chairs,,4,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807427,8746031,,8/27/14 12:10,Room-Use,Public Workstations,,0,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807427,8746035,,8/27/14 12:10,Room-Use,Instruction Room,,0,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807427,8746036,,8/27/14 12:10,Room-Use,Group Study Room,,0,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807427,8746042,,8/27/14 12:10,Room-Use,Compact Movable Shelving,,0,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807427,8746032,,8/27/14 12:10,Room-Use,Study Tables - Main Reading Area,,1,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807427,8746038,,8/27/14 12:10,Room-Use,Scanners,Flatbed,1,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807427,8746039,,8/27/14 12:10,Room-Use,Scanners,PC Use,0,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807427,8746037,,8/27/14 12:10,Room-Use,Collaborative Workstation,,0,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807427,8746034,,8/27/14 12:10,Room-Use,Current Journals Area,,0,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807427,8746044,,8/27/14 12:10,Room-Use,Entry Area & Service Desk,,0,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807427,8746040,,8/27/14 12:10,Room-Use,Printer & Photocopier Areas,,0,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807409,8745975,,8/27/14 12:10,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807409,8745976,,8/27/14 12:10,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807409,8745978,,8/27/14 12:10,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807409,8745977,,8/27/14 12:10,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807410,8745979,,8/27/14 12:11,Reference,Question Type,Where is?,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807410,8745981,,8/27/14 12:11,Reference,Contact Type,In-person,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807410,8745980,,8/27/14 12:11,Reference,Notes:,,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807411,8745982,,8/27/14 12:11,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807411,8745984,,8/27/14 12:11,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807411,8745983,,8/27/14 12:11,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807412,8745985,,8/27/14 12:12,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807412,8745987,,8/27/14 12:12,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807412,8745986,,8/27/14 12:12,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807413,8745988,,8/27/14 12:12,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807413,8745990,,8/27/14 12:12,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807413,8745989,,8/27/14 12:12,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807414,8745991,,8/27/14 12:13,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807414,8745993,,8/27/14 12:13,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807414,8745992,,8/27/14 12:13,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807415,8745994,,8/27/14 12:13,Alarms,Gate Alarms,"""Do Not Desensitize"" materials (such as VHS)",,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807415,8745995,,8/27/14 12:13,Alarms,Additional Information (Optional),,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807416,8745996,,8/27/14 12:13,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807416,8745998,,8/27/14 12:13,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807416,8745997,,8/27/14 12:13,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807417,8745999,,8/27/14 12:13,Reference,Question Type,Referral to,KC,seld1,Maps,Maps Desk,Pennsylvania State University
3807417,8746001,,8/27/14 12:13,Reference,Contact Type,In-person,,seld1,Maps,Maps Desk,Pennsylvania State University
3807417,8746000,,8/27/14 12:13,Reference,Notes:,,Location of copy machine.,seld1,Maps,Maps Desk,Pennsylvania State University
3807418,8746002,,8/27/14 12:13,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807418,8746003,,8/27/14 12:13,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807418,8746005,,8/27/14 12:13,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807418,8746004,,8/27/14 12:13,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3957484,9162488,,8/27/14 12:14,Reference,Question Type,Policy & Service < 5 mins,,mapl1,Arts & Humanities,A&H MMC Desk,Pennsylvania State University
3957484,9162490,,8/27/14 12:14,Reference,Contact Type,In-person,,mapl1,Arts & Humanities,A&H MMC Desk,Pennsylvania State University
3957484,9162489,,8/27/14 12:14,Reference,Notes:,,,mapl1,Arts & Humanities,A&H MMC Desk,Pennsylvania State University
3807419,8746006,,8/27/14 12:14,Reference,Question Type,Where is?,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807419,8746008,,8/27/14 12:14,Reference,Contact Type,In-person,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807419,8746007,,8/27/14 12:14,Reference,Notes:,,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807420,8746009,,8/27/14 12:14,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807420,8746011,,8/27/14 12:14,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807420,8746010,,8/27/14 12:14,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807421,8746012,,8/27/14 12:15,Reference,Question Type,Where is?,,fenn1,Knowledge Commons,KC Office,Pennsylvania State University
3807421,8746014,,8/27/14 12:15,Reference,Contact Type,In-person,,fenn1,Knowledge Commons,KC Office,Pennsylvania State University
3807421,8746013,,8/27/14 12:15,Reference,Notes:,,,fenn1,Knowledge Commons,KC Office,Pennsylvania State University
3807421,8746015,,8/27/14 12:15,Reference,Service Location,Office,,fenn1,Knowledge Commons,KC Office,Pennsylvania State University
3807422,8746016,,8/27/14 12:16,Reference,Question Type,Policy & Service < 5 mins,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807422,8746018,,8/27/14 12:16,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807422,8746017,,8/27/14 12:16,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807423,8746019,,8/27/14 12:17,Reference,Question Type,Policy & Service < 5 mins,,brow4,Research Hub,Research Hub Desk,Pennsylvania State University
3807423,8746021,,8/27/14 12:17,Reference,Contact Type,In-person,,brow4,Research Hub,Research Hub Desk,Pennsylvania State University
3807423,8746020,,8/27/14 12:17,Reference,Notes:,,staple remover,brow4,Research Hub,Research Hub Desk,Pennsylvania State University
3807424,8746022,,8/27/14 12:18,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807424,8746024,,8/27/14 12:18,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807424,8746023,,8/27/14 12:18,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807425,8746025,,8/27/14 12:19,Reference,Question Type,Policy & Service < 5 mins,,brow4,Research Hub,Research Hub Desk,Pennsylvania State University
3807425,8746027,,8/27/14 12:19,Reference,Contact Type,In-person,,brow4,Research Hub,Research Hub Desk,Pennsylvania State University
3807425,8746026,,8/27/14 12:19,Reference,Notes:,,Checking out books,brow4,Research Hub,Research Hub Desk,Pennsylvania State University
3807426,8746028,,8/27/14 12:19,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807426,8746030,,8/27/14 12:19,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807426,8746029,,8/27/14 12:19,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807429,8746048,,8/27/14 12:19,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807429,8746050,,8/27/14 12:19,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807429,8746049,,8/27/14 12:19,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807430,8746051,,8/27/14 12:20,Reference,Question Type,Where is?,,sand2,News & Microforms,NML Desk,Pennsylvania State University
3807430,8746053,,8/27/14 12:20,Reference,Contact Type,In-person,,sand2,News & Microforms,NML Desk,Pennsylvania State University
3807430,8746052,,8/27/14 12:20,Reference,Notes:,,Where is the cafe,sand2,News & Microforms,NML Desk,Pennsylvania State University
3807431,8746054,,8/27/14 12:20,Reference,Question Type,Reference 46 - 60 mins,,funk1,Access Services,AS ILL Office,Pennsylvania State University
3807431,8746056,,8/27/14 12:20,Reference,Contact Type,Other Contact Type,ILL Request,funk1,Access Services,AS ILL Office,Pennsylvania State University
3807431,8746055,,8/27/14 12:20,Reference,Notes:,,,funk1,Access Services,AS ILL Office,Pennsylvania State University
3807431,8746057,,8/27/14 12:20,Reference,Service Location,Office,,funk1,Access Services,AS ILL Office,Pennsylvania State University
3807432,8746058,,8/27/14 12:20,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807432,8746059,,8/27/14 12:20,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807432,8746061,,8/27/14 12:20,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807432,8746060,,8/27/14 12:20,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807434,8746065,,8/27/14 12:22,Reference,Question Type,Policy & Service < 5 mins,,nica1,Access Services,AS Reserves Office,Pennsylvania State University
3807434,8746067,,8/27/14 12:22,Reference,Contact Type,Email,,nica1,Access Services,AS Reserves Office,Pennsylvania State University
3807434,8746066,,8/27/14 12:22,Reference,Notes:,,,nica1,Access Services,AS Reserves Office,Pennsylvania State University
3807434,8746068,,8/27/14 12:22,Reference,Service Location,Office,,nica1,Access Services,AS Reserves Office,Pennsylvania State University
3807435,8746069,,8/27/14 12:22,Reference,Question Type,Where is?,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807435,8746071,,8/27/14 12:22,Reference,Contact Type,In-person,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807435,8746070,,8/27/14 12:22,Reference,Notes:,,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807436,8746072,,8/27/14 12:22,Reference,Question Type,Where is?,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807436,8746074,,8/27/14 12:22,Reference,Contact Type,In-person,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807436,8746073,,8/27/14 12:22,Reference,Notes:,,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807437,8746075,,8/27/14 12:25,Reference,Question Type,Where is?,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807437,8746076,,8/27/14 12:25,Reference,Question Type,Policy & Service < 5 mins,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807437,8746078,,8/27/14 12:25,Reference,Contact Type,In-person,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807437,8746077,,8/27/14 12:25,Reference,Notes:,,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807438,8746079,,8/27/14 12:25,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807438,8746081,,8/27/14 12:25,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807438,8746080,,8/27/14 12:25,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807441,8746088,,8/27/14 12:28,Reference,Question Type,Where is?,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807441,8746089,,8/27/14 12:28,Reference,Question Type,Policy & Service < 5 mins,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807441,8746091,,8/27/14 12:28,Reference,Contact Type,In-person,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807441,8746090,,8/27/14 12:28,Reference,Notes:,,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807442,8746092,,8/27/14 12:28,Reference,Question Type,Where is?,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807442,8746094,,8/27/14 12:28,Reference,Contact Type,In-person,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807442,8746093,,8/27/14 12:28,Reference,Notes:,,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807443,8746095,,8/27/14 12:28,Reference,Question Type,Policy & Service < 5 mins,,brow4,Research Hub,Research Hub Desk,Pennsylvania State University
3807443,8746097,,8/27/14 12:28,Reference,Contact Type,In-person,,brow4,Research Hub,Research Hub Desk,Pennsylvania State University
3807443,8746096,,8/27/14 12:28,Reference,Notes:,,stapler,brow4,Research Hub,Research Hub Desk,Pennsylvania State University
3807560,8746465,,8/27/14 12:30,Reference,Question Type,Where is?,,case1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807560,8746466,,8/27/14 12:30,Reference,Question Type,Policy & Service 5+ mins,,case1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807560,8746467,,8/27/14 12:30,Reference,Question Type,Technical problems < 5 mins,,case1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807560,8746468,,8/27/14 12:30,Reference,Question Type,Reference 46 - 60 mins,,case1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807560,8746469,,8/27/14 12:30,Reference,Question Type,Referral to,Social Sciences library resources,case1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807560,8746470,,8/27/14 12:30,Reference,Question Type,Other Question Type,Study skills support (Social Science course),case1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807560,8746472,,8/27/14 12:30,Reference,Contact Type,In-person,,case1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807560,8746471,,8/27/14 12:30,Reference,Notes:,,"Im already receiving student assignmentsyllabus questions, along with new student orientation about EBSL, and providing campus resources referral information (I am a PT student adviser in my main campus capacity). Also, Im assisting Steven with a special topics  books CAT search as part of a student internship project through this midday hour at EBSL.",case1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807458,8746136,,8/27/14 12:30,Patron Count,Patron Count,,43,sand2,News & Microforms,NML Desk,Pennsylvania State University
3807562,8746476,,8/27/14 12:30,Patron Count,Patron Count,,36,case1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807563,8746477,,8/27/14 12:30,Collection Use,In-house Collection Use,,6,case1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807452,8746129,,8/27/14 12:31,Patron Count,Patron Count,,59,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807454,8746130,,8/27/14 12:31,Reference,Question Type,Policy & Service < 5 mins,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
