response_set,response_id,parent_response_id,date_time,page,question,response,optional_text,user,branch,desk,library
3807454,8746132,,8/27/14 12:31,Reference,Contact Type,In-person,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807454,8746131,,8/27/14 12:31,Reference,Notes:,,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807455,8746133,,8/27/14 12:32,Patron Count,Patron Count for Access Services,Franklin Atrium,31,schm2,Access Services,AS Lending Desk,Pennsylvania State University
3807456,8746134,,8/27/14 12:32,Patron Count,Patron Count for Access Services,Leisure Reading,24,schm2,Access Services,AS Lending Desk,Pennsylvania State University
3807457,8746135,,8/27/14 12:32,Patron Count,Patron Count for Access Services,Paterno Reading Room,53,schm2,Access Services,AS Lending Desk,Pennsylvania State University
3807459,8746137,,8/27/14 12:33,Reference,Question Type,Policy & Service < 5 mins,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807459,8746139,,8/27/14 12:33,Reference,Contact Type,In-person,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807459,8746138,,8/27/14 12:33,Reference,Notes:,,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807460,8746140,,8/27/14 12:33,Patron Count,Patron Count for Access Services,Leisure Reading,,schm2,Access Services,AS Lending Desk,Pennsylvania State University
3807461,8746141,,8/27/14 12:33,Patron Count,Patron Count for Access Services,Paterno Reading Room,53,schm2,Access Services,AS Lending Desk,Pennsylvania State University
3807462,8746142,,8/27/14 12:33,Patron Count,Patron Count for Access Services,Sidewater Commons,48,schm2,Access Services,AS Lending Desk,Pennsylvania State University
3807465,8746149,,8/27/14 12:35,Patron Count,Patron Count,,19,seld1,Maps,Maps Desk,Pennsylvania State University
3807466,8746150,,8/27/14 12:35,Patron Count,Patron Count by Location,BUS Desk,79,brow4,Research Hub,Research Hub Desk,Pennsylvania State University
3807468,8746154,,8/27/14 12:38,Reference,Question Type,Where is?,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807468,8746155,,8/27/14 12:38,Reference,Question Type,Policy & Service < 5 mins,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807468,8746157,,8/27/14 12:38,Reference,Contact Type,In-person,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807468,8746156,,8/27/14 12:38,Reference,Notes:,,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807469,8746158,,8/27/14 12:38,Reference,Question Type,Where is?,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807469,8746160,,8/27/14 12:38,Reference,Contact Type,In-person,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807469,8746159,,8/27/14 12:38,Reference,Notes:,,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807470,8746161,,8/27/14 12:38,Reference,Question Type,Policy & Service < 5 mins,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807470,8746163,,8/27/14 12:38,Reference,Contact Type,In-person,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807470,8746162,,8/27/14 12:38,Reference,Notes:,,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807471,8746164,,8/27/14 12:38,Reference,Question Type,Where is?,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807471,8746166,,8/27/14 12:38,Reference,Contact Type,In-person,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807471,8746165,,8/27/14 12:38,Reference,Notes:,,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807472,8746167,,8/27/14 12:39,Patron Count,Patron Count by Location,SSL Desk,71,brow4,Research Hub,Research Hub Desk,Pennsylvania State University
3807473,8746168,,8/27/14 12:39,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807473,8746170,,8/27/14 12:39,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807473,8746169,,8/27/14 12:39,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807473,8746171,,8/27/14 12:39,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807474,8746172,,8/27/14 12:41,Patron Count,Patron Count,,11,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807475,8746173,,8/27/14 12:41,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807475,8746175,,8/27/14 12:41,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807475,8746174,,8/27/14 12:41,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807475,8746176,,8/27/14 12:41,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807476,8746177,,8/27/14 12:41,Reference,Question Type,Reference < 5 mins,,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807476,8746179,,8/27/14 12:41,Reference,Contact Type,In-person,,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807476,8746178,,8/27/14 12:41,Reference,Notes:,,help patron locate books that he already had call numbers looked up,hsie1,Architecture & Landscape Architecture,Arch/LArch Desk,Pennsylvania State University
3807477,8746180,,8/27/14 12:41,Reference,Question Type,Where is?,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807477,8746182,,8/27/14 12:41,Reference,Contact Type,In-person,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807477,8746181,,8/27/14 12:41,Reference,Notes:,,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807478,8746183,,8/27/14 12:42,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807478,8746185,,8/27/14 12:42,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807478,8746184,,8/27/14 12:42,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807478,8746186,,8/27/14 12:42,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807479,8746187,,8/27/14 12:42,Reference,Question Type,Technical problems < 5 mins,,nica1,Access Services,AS Reserves Office,Pennsylvania State University
3807479,8746189,,8/27/14 12:42,Reference,Contact Type,Email,,nica1,Access Services,AS Reserves Office,Pennsylvania State University
3807479,8746188,,8/27/14 12:42,Reference,Notes:,,,nica1,Access Services,AS Reserves Office,Pennsylvania State University
3807479,8746190,,8/27/14 12:42,Reference,Service Location,Office,,nica1,Access Services,AS Reserves Office,Pennsylvania State University
3807480,8746191,,8/27/14 12:43,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807480,8746193,,8/27/14 12:43,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807480,8746192,,8/27/14 12:43,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807480,8746194,,8/27/14 12:43,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807481,8746195,,8/27/14 12:43,Reference,Question Type,Where is?,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807481,8746196,,8/27/14 12:43,Reference,Question Type,Referral to,Reference Hub (KC),zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807481,8746198,,8/27/14 12:43,Reference,Contact Type,In-person,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807481,8746197,,8/27/14 12:43,Reference,Notes:,,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3957486,9162494,,8/27/14 12:44,Reference,Question Type,Reference < 5 mins,,mapl1,Arts & Humanities,A&H MMC Desk,Pennsylvania State University
3957486,9162496,,8/27/14 12:44,Reference,Contact Type,Telephone,,mapl1,Arts & Humanities,A&H MMC Desk,Pennsylvania State University
3957486,9162495,,8/27/14 12:44,Reference,Notes:,,,mapl1,Arts & Humanities,A&H MMC Desk,Pennsylvania State University
3807482,8746199,,8/27/14 12:44,Reference,Question Type,Where is?,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807482,8746200,,8/27/14 12:44,Reference,Question Type,Policy & Service < 5 mins,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807482,8746202,,8/27/14 12:44,Reference,Contact Type,In-person,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807482,8746201,,8/27/14 12:44,Reference,Notes:,,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807483,8746203,,8/27/14 12:44,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807483,8746205,,8/27/14 12:44,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807483,8746204,,8/27/14 12:44,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807483,8746206,,8/27/14 12:44,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807484,8746207,,8/27/14 12:44,Reference,Question Type,Policy & Service < 5 mins,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807484,8746209,,8/27/14 12:44,Reference,Contact Type,In-person,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807484,8746208,,8/27/14 12:44,Reference,Notes:,,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807487,8746216,,8/27/14 12:45,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807487,8746218,,8/27/14 12:45,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807487,8746217,,8/27/14 12:45,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807487,8746219,,8/27/14 12:45,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807488,8746220,,8/27/14 12:46,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807488,8746222,,8/27/14 12:46,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807488,8746221,,8/27/14 12:46,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807488,8746223,,8/27/14 12:46,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807489,8746224,,8/27/14 12:47,Reference,Question Type,Policy & Service < 5 mins,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807489,8746226,,8/27/14 12:47,Reference,Contact Type,In-person,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807489,8746225,,8/27/14 12:47,Reference,Notes:,,,zali1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807490,8746227,,8/27/14 12:48,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807490,8746229,,8/27/14 12:48,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807490,8746228,,8/27/14 12:48,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807490,8746230,,8/27/14 12:48,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807491,8746231,,8/27/14 12:48,Reference,Question Type,Policy & Service < 5 mins,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807491,8746233,,8/27/14 12:48,Reference,Contact Type,In-person,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807491,8746232,,8/27/14 12:48,Reference,Notes:,,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807492,8746234,,8/27/14 12:48,Reference,Question Type,Policy & Service < 5 mins,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807492,8746236,,8/27/14 12:48,Reference,Contact Type,In-person,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807492,8746235,,8/27/14 12:48,Reference,Notes:,,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807495,8746247,,8/27/14 12:48,Reference,Question Type,Reference 16 - 30 mins,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807495,8746249,,8/27/14 12:48,Reference,Contact Type,In-person,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807495,8746248,,8/27/14 12:48,Reference,Notes:,,,henr1,Life Sciences,LSL Desk,Pennsylvania State University
3807497,8746255,,8/27/14 12:49,Alarms,Gate Alarms,Not Desensitized - self checkout,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807497,8746256,,8/27/14 12:49,Alarms,Additional Information (Optional),,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807498,8746257,,8/27/14 12:49,Reference,Question Type,Policy & Service < 5 mins,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807498,8746259,,8/27/14 12:49,Reference,Contact Type,In-person,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807498,8746258,,8/27/14 12:49,Reference,Notes:,,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807498,8746260,,8/27/14 12:49,Reference,Room Reservations,Reservation Made,,cole1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807499,8746261,,8/27/14 12:49,Reference,Question Type,Where is?,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807499,8746263,,8/27/14 12:49,Reference,Contact Type,In-person,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807499,8746262,,8/27/14 12:49,Reference,Notes:,,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807501,8746267,,8/27/14 12:49,Reference,Question Type,Policy & Service < 5 mins,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807501,8746269,,8/27/14 12:49,Reference,Contact Type,In-person,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807501,8746268,,8/27/14 12:49,Reference,Notes:,,,hoff1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807509,8746291,,8/27/14 12:50,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807509,8746293,,8/27/14 12:50,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807509,8746292,,8/27/14 12:50,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807509,8746294,,8/27/14 12:50,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807510,8746295,,8/27/14 12:50,Reference,Question Type,Where is?,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807510,8746297,,8/27/14 12:50,Reference,Contact Type,In-person,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807510,8746296,,8/27/14 12:50,Reference,Notes:,,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807511,8746298,,8/27/14 12:50,Reference,Question Type,Policy & Service < 5 mins,,rile1,Engineering,ENG Desk,Pennsylvania State University
3807511,8746300,,8/27/14 12:50,Reference,Contact Type,In-person,,rile1,Engineering,ENG Desk,Pennsylvania State University
3807511,8746299,,8/27/14 12:50,Reference,Notes:,,,rile1,Engineering,ENG Desk,Pennsylvania State University
3807512,8746301,,8/27/14 12:50,Reference,Question Type,Policy & Service < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807512,8746303,,8/27/14 12:50,Reference,Contact Type,Email,,whit2,Access Services,AS ILL Office,Pennsylvania State University
